order_id,order_date,customer_id,customer_segment,product,category,region,channel,quantity,unit_price,discount,cost,revenue,profit
ORD-102146,2024-04-11,CUST-01143,Consumer,Nike Air Max 270,Fashion,United States,Retail Store,4,150.45,0.0,330.99,601.8,270.81
ORD-102147,2024-04-11,CUST-00533,Corporate,Zara Wool Coat,Fashion,United States,Online,2,197.21,0.0,205.09,394.41,189.32
ORD-102148,2024-04-11,CUST-00370,Consumer,Dior Sauvage 100ml,Beauty,Brazil,Online,5,147.02,0.0,330.8,735.11,404.31
ORD-102149,2024-04-11,CUST-00997,Consumer,MacBook Air M2,Electronics,United States,Online,1,1207.93,0.05,942.19,1147.53,205.34
ORD-102150,2024-04-11,CUST-00009,Consumer,Peloton Dumbbells,Sports,Pakistan,Retail Store,2,96.05,0.0,124.86,192.1,67.24
ORD-102151,2024-04-11,CUST-00029,Consumer,AirPods Pro 2,Electronics,United States,Online,1,239.75,0.0,143.85,239.75,95.9
ORD-102152,2024-04-11,CUST-00983,Consumer,Sony WH-1000XM5,Electronics,United States,Retail Store,2,350.31,0.0,455.41,700.63,245.22
ORD-102153,2024-04-11,CUST-00903,Consumer,Nike Air Max 270,Fashion,Japan,Online,1,148.44,0.0,81.64,148.44,66.8
ORD-102154,2024-04-11,CUST-00273,Consumer,Kindle Paperwhite,Others,Australia,Online,2,134.39,0.0,188.14,268.78,80.64
ORD-102155,2024-04-11,CUST-00104,Consumer,IKEA Malm Desk,Home & Kitchen,United Arab Emirates,Online,1,126.9,0.0,76.14,126.9,50.76
ORD-102156,2024-04-12,CUST-01035,Consumer,MacBook Air M2,Electronics,United States,Online,1,1121.14,0.0,874.49,1121.14,246.65
ORD-102157,2024-04-12,CUST-00664,Consumer,MacBook Air M2,Electronics,Australia,Online,1,1177.27,0.1,918.27,1059.55,141.28
ORD-102158,2024-04-12,CUST-00983,Consumer,Dyson V15 Vacuum,Home & Kitchen,Pakistan,Online,1,604.84,0.0,423.39,604.84,181.45
ORD-102159,2024-04-12,CUST-00441,Consumer,Wilson Tennis Racket,Sports,United States,Retail Store,2,201.12,0.1,249.39,362.02,112.63
ORD-102160,2024-04-12,CUST-01399,Consumer,Nike Air Max 270,Fashion,Japan,Retail Store,1,138.36,0.0,76.1,138.36,62.26
ORD-102161,2024-04-12,CUST-00983,Small Business,Nike Air Max 270,Fashion,United Kingdom,Retail Store,1,149.3,0.05,82.12,141.84,59.72
ORD-102162,2024-04-12,CUST-00983,Consumer,iPhone 15 Pro Max,Electronics,Canada,Online,1,1116.85,0.0,804.13,1116.85,312.72
ORD-102163,2024-04-12,CUST-00983,Consumer,MacBook Air M2,Electronics,Germany,Online,1,1182.57,0.0,922.41,1182.57,260.16
ORD-102164,2024-04-12,CUST-00890,Corporate,Dior Sauvage 100ml,Beauty,United States,Online,1,140.38,0.0,63.17,140.38,77.21
ORD-102165,2024-04-12,CUST-00321,Consumer,MacBook Air M2,Electronics,United States,Marketplace,2,1203.26,0.0,1877.09,2406.52,529.43
ORD-102166,2024-04-12,CUST-00722,Corporate,Nike Air Max 270,Fashion,Australia,Marketplace,4,155.73,0.0,342.6,622.91,280.31
ORD-102167,2024-04-12,CUST-00785,Consumer,Instant Pot Duo,Home & Kitchen,Germany,Online,1,104.12,0.0,64.55,104.12,39.57
ORD-102168,2024-04-12,CUST-01061,Consumer,Adidas Ultraboost,Fashion,Germany,Online,3,162.37,0.05,282.53,462.77,180.24
ORD-102169,2024-04-12,CUST-00021,Corporate,Dior Sauvage 100ml,Beauty,United Kingdom,Marketplace,1,148.56,0.0,66.85,148.56,81.71
ORD-102170,2024-04-12,CUST-00570,Consumer,Dyson V15 Vacuum,Home & Kitchen,Pakistan,Retail Store,1,607.35,0.0,425.14,607.35,182.21
ORD-102171,2024-04-12,CUST-00968,Corporate,Sony WH-1000XM5,Electronics,United Kingdom,Marketplace,1,318.9,0.0,207.28,318.9,111.62
ORD-102172,2024-04-12,CUST-01274,Corporate,Adidas Ultraboost,Fashion,United States,Wholesale,2,161.53,0.0,187.38,323.07,135.69
ORD-102173,2024-04-12,CUST-00556,Consumer,Nespresso Vertuo,Home & Kitchen,United Kingdom,Online,4,180.63,0.1,484.08,650.25,166.17
ORD-102174,2024-04-12,CUST-00519,Corporate,Samsung Galaxy S24,Electronics,United Kingdom,Retail Store,2,937.3,0.0,1387.21,1874.6,487.39
ORD-102175,2024-04-12,CUST-01292,Consumer,Wilson Tennis Racket,Sports,Canada,Wholesale,2,208.09,0.0,258.03,416.19,158.16
ORD-102176,2024-04-12,CUST-01143,Corporate,Zara Wool Coat  ,Fashion,United Kingdom,Online,3,193.17,0.0,301.34,579.5,278.16
ORD-102177,2024-04-12,CUST-00831,Corporate,Kindle Paperwhite,Others,Pakistan,Online,1,144.49,0.0,101.14,144.49,43.35
ORD-102178,2024-04-12,CUST-00808,Consumer,Olaplex No.3,Beauty,United Kingdom,Online,1,30.54,0.05,12.22,29.01,16.79
ORD-102179,2024-04-12,CUST-00489,Consumer,iPhone 15 Pro Max,Electronics,United States,Online,1,1179.38,0.0,849.16,1179.38,330.22
ORD-102180,2024-04-12,CUST-01282,Corporate,Samsung Galaxy S24,Electronics,United Arab Emirates,Online,2,842.34,0.15,1246.66,1431.97,185.31
ORD-102181,2024-04-12,CUST-01149,Small Business,Olaplex No.3,Beauty,Australia,Retail Store,3,31.61,0.1,37.94,85.36,47.42
ORD-102182,2024-04-12,CUST-00868,Consumer,MacBook Air M2,Electronics,Germany,Online,1,1157.9,0.0,903.16,1157.9,254.74
ORD-102183,2024-04-13,CUST-00116,Consumer,Peloton Dumbbells,Sports,United States,Online,1,92.4,0.1,60.06,83.16,23.1
ORD-102184,2024-04-13,CUST-00136,Small Business,Kindle Paperwhite,Others,United States,Marketplace,1,136.34,0.1,95.44,122.71,27.27
ORD-102185,2024-04-13,CUST-00446,Corporate,Dior Sauvage 100ml,Beauty,United States,Marketplace,2,138.36,0.0,124.53,276.72,152.19
ORD-102186,2024-04-13,CUST-01119,Consumer,Zara Wool Coat,Fashion,Japan,Online,1,186.54,0.05,97.0,177.21,80.21
ORD-102187,2024-04-13,CUST-01379,Consumer,AirPods Pro 2,Electronics,Germany,Online,1,214.36,0.1,128.61,192.92,64.31
ORD-102188,2024-04-13,CUST-00803,Consumer,Peloton Dumbbells,Sports,United Kingdom,Retail Store,1,99.68,0.0,64.79,99.68,34.89
ORD-102189,2024-04-13,CUST-00964,Consumer,Zara Wool Coat,Fashion,Germany,Marketplace,1,182.81,0.25,95.06,137.11,42.05
ORD-102190,2024-04-13,CUST-00285,Consumer,MacBook Air M2,Electronics,United Kingdom,Retail Store,1,1203.91,0.0,939.05,1203.91,264.86
ORD-102191,2024-04-13,CUST-00159,Consumer,IKEA Malm Desk,Home & Kitchen,United States,Retail Store,1,133.42,0.15,80.05,113.41,33.36
ORD-102192,2024-04-13,CUST-00259,Consumer,Sony WH-1000XM5,Electronics,United States,Online,2,317.39,0.0,412.61,634.79,222.18
ORD-102193,2024-04-13,CUST-01143,Consumer,MacBook Air M2,Electronics,United States,Marketplace,1,1162.21,0.0,906.52,1162.21,255.69
ORD-102194,2024-04-13,CUST-00548,Corporate,Sony WH-1000XM5,Electronics,Germany,Retail Store,1,323.34,0.0,210.17,323.34,113.17
ORD-102195,2024-04-13,CUST-01196,Consumer,Olaplex No.3,Beauty,Pakistan,Online,2,29.98,0.0,23.98,59.96,35.98
ORD-102196,2024-04-13,CUST-00304,Consumer,IKEA Malm Desk,Home & Kitchen,France,Online,1,128.52,0.0,77.11,128.52,51.41
ORD-102197,2024-04-13,CUST-00983,Corporate,Sony WH-1000XM5,Electronics,United States,Wholesale,1,307.03,0.05,199.57,291.67,92.1
ORD-102198,2024-04-13,CUST-00140,Consumer,Dior Sauvage 100ml,Beauty,Australia,Online,3,150.89,0.0,203.71,452.68,248.97
ORD-102199,2024-04-13,CUST-00681,Consumer,Nike Air Max 270,Fashion,Brazil,Online,1,148.35,0.05,81.59,140.93,59.34
ORD-102200,2024-04-13,CUST-01035,Corporate,Sony WH-1000XM5,Electronics,United Kingdom,Retail Store,1,302.03,0.0,196.32,302.03,105.71
ORD-102201,2024-04-13,CUST-00785,Small Business,MacBook Air M2,Electronics,United Kingdom,Retail Store,1,1175.27,0.0,916.71,1175.27,258.56
ORD-102202,2024-04-13,CUST-00497,Corporate,Dyson V15 Vacuum,Home & Kitchen,United States,Online,1,581.2,0.0,406.84,581.2,174.36
ORD-102203,2024-04-13,CUST-01240,Corporate,MacBook Air M2,Electronics,Brazil,Online,1,1211.32,0.0,944.83,1211.32,266.49
ORD-102204,2024-04-13,CUST-00512,Corporate,Dell XPS 13,Electronics,United Kingdom,Online,3,1082.92,0.0,2663.98,3248.76,584.78
ORD-102205,2024-04-13,CUST-00087,Consumer,MacBook Air M2,Electronics,Canada,Retail Store,1,1193.45,0.1,930.89,1074.1,143.21
ORD-102206,2024-04-13,CUST-01299,Small Business,Zara Wool Coat,Fashion,Germany,Online,3,182.27,0.25,284.34,410.1,125.76
ORD-102207,2024-04-13,CUST-00620,Consumer,Samsung Galaxy S24,Electronics,Canada,Online,1,847.48,0.05,627.13,805.11,177.98
ORD-102208,2024-04-13,CUST-01014,Consumer,MacBook Air M2,Electronics,Brazil,Retail Store,3,1161.08,0.15,2716.93,2960.76,243.83
ORD-102209,2024-04-13,CUST-00996,Consumer,Zara Wool Coat,Fashion,Australia,Online,1,191.46,0.0,99.56,191.46,91.9
ORD-102210,2024-04-14,CUST-01332,Consumer,Dior Sauvage 100ml,Beauty,France,Retail Store,3,141.3,0.1,190.76,381.51,190.75
ORD-102211,2024-04-14,CUST-00258,Consumer,IKEA Malm Desk,Home & Kitchen,United Kingdom,Online,1,132.81,0.0,79.68,132.81,53.13
ORD-102212,2024-04-14,CUST-00580,Consumer,MacBook Air M2,Electronics,India,Retail Store,1,1241.17,0.0,968.11,1241.17,273.06
ORD-102213,2024-04-14,CUST-00645,Consumer,Sony WH-1000XM5,Electronics,United Kingdom,Online,1,333.41,0.0,216.72,333.41,116.69
ORD-102214,2024-04-14,CUST-00071,Consumer,Dell XPS 13,Electronics,United Kingdom,Retail Store,1,1057.06,0.0,866.79,1057.06,190.27
ORD-102215,2024-04-14,CUST-00505,Small Business,Peloton Dumbbells,Sports,India,Retail Store,1,95.87,0.0,62.31,95.87,33.56
ORD-102216,2024-04-14,CUST-01008,Consumer,MacBook Air M2,Electronics,United States,Wholesale,1,1190.53,0.0,928.61,1190.53,261.92
ORD-102217,2024-04-14,CUST-00983,Consumer,Dior Sauvage 100ml  ,Beauty,Pakistan,Marketplace,2,145.9,0.0,131.31,291.8,160.49
ORD-102218,2024-04-14,CUST-00141,Consumer,MacBook Air M2,Electronics,Brazil,Marketplace,1,1214.59,0.05,947.38,1153.86,206.48
ORD-102219,2024-04-14,CUST-01292,Small Business,Dior Sauvage 100ml,Beauty,Japan,Retail Store,4,150.74,0.0,271.33,602.95,331.62
ORD-102220,2024-04-14,CUST-01289,Small Business,MacBook Air M2,Electronics,Germany,Online,1,1166.69,0.0,910.02,1166.69,256.67
ORD-102221,2024-04-14,CUST-00499,Small Business,Sony WH-1000XM5,Electronics,Brazil,Retail Store,2,312.32,0.0,406.01,624.63,218.62
ORD-102222,2024-04-14,CUST-00647,Consumer,Sony WH-1000XM5,Electronics,United Kingdom,Online,1,330.65,0.0,214.92,330.65,115.73
ORD-102223,2024-04-14,CUST-00002,Consumer,Dyson V15 Vacuum,Home & Kitchen,United States,Online,1,555.36,0.1,388.76,499.83,111.07
ORD-102224,2024-04-14,CUST-00251,Consumer,Sony WH-1000XM5  ,Electronics,United States,Online,1,330.78,0.0,215.01,330.78,115.77
ORD-102225,2024-04-14,CUST-00805,Consumer,Dior Sauvage 100ml,Beauty,United States,Online,1,146.44,0.0,65.9,146.44,80.54
ORD-102226,2024-04-14,CUST-01065,Consumer,Kindle Paperwhite,Others,Pakistan,Online,2,138.22,0.0,193.51,276.44,82.93
ORD-102227,2024-04-14,CUST-00735,Consumer,IKEA Malm Desk,Home & Kitchen,Japan,Online,1,120.41,0.0,72.24,120.41,48.17
ORD-102228,2024-04-14,CUST-00813,Small Business,iPhone 15 Pro Max,Electronics,France,Marketplace,1,1107.99,0.15,797.75,941.79,144.04
ORD-102229,2024-04-14,CUST-00104,Consumer,MacBook Air M2,Electronics,Canada,Retail Store,1,1145.78,0.0,893.71,1145.78,252.07
ORD-102230,2024-04-14,CUST-00475,Consumer,Dior Sauvage 100ml,Beauty,United States,Online,1,148.75,0.1,66.94,133.88,66.94
ORD-102231,2024-04-14,CUST-00021,Consumer,Sony WH-1000XM5  ,Electronics,Brazil,Online,1,324.37,0.15,210.84,275.71,64.87
ORD-102232,2024-04-14,CUST-00504,Corporate,Nike Air Max 270,Fashion,Brazil,Retail Store,1,149.14,0.0,82.03,149.14,67.11
ORD-102233,2024-04-14,CUST-00046,Consumer,Dior Sauvage 100ml,Beauty,India,Online,1,137.17,0.0,61.73,137.17,75.44
ORD-102234,2024-04-14,CUST-01166,Consumer,IKEA Malm Desk,Home & Kitchen,Japan,Online,1,127.5,0.0,76.5,127.5,51.0
ORD-102235,2024-04-14,CUST-00704,Small Business,Nike Air Max 270,Fashion,Pakistan,Marketplace,1,144.04,0.1,79.22,129.64,50.42
ORD-102236,2024-04-14,CUST-00021,Consumer,Sony WH-1000XM5,Electronics,France,Online,1,322.86,0.0,209.86,322.86,113.0
ORD-102237,2024-04-14,CUST-00140,Consumer,Samsung Galaxy S24,Electronics,United Kingdom,Retail Store,1,913.53,0.0,676.01,913.53,237.52
ORD-102238,2024-04-14,CUST-01151,Consumer,MacBook Air M2,Electronics,United States,Online,2,1109.15,0.0,1730.27,2218.3,488.03
ORD-102239,2024-04-14,CUST-00418,Small Business,Samsung Galaxy S24,Electronics,Japan,Online,1,925.81,0.15,685.1,786.94,101.84
ORD-102240,2024-04-14,CUST-00625,Consumer,Sony WH-1000XM5,Electronics,Japan,Online,2,336.99,0.15,438.08,572.88,134.8
ORD-102241,2024-04-14,CUST-01375,Small Business,Peloton Dumbbells,Sports,United States,Online,2,98.19,0.0,127.64,196.37,68.73
ORD-102242,2024-04-14,CUST-00781,Small Business,MacBook Air M2,Electronics,Australia,Retail Store,2,1172.72,0.25,1829.44,1759.08,-70.36
ORD-102243,2024-04-14,CUST-01042,Small Business,Nike Air Max 270,Fashion,Australia,Online,2,152.35,0.0,167.59,304.7,137.11
ORD-102244,2024-04-15,CUST-00983,Consumer,Zara Wool Coat,Fashion,Pakistan,Retail Store,2,194.82,0.25,202.61,292.22,89.61
ORD-102245,2024-04-15,CUST-00743,Consumer,Peloton Dumbbells,Sports,United Kingdom,Marketplace,1,93.86,0.0,61.01,93.86,32.85
ORD-102246,2024-04-15,CUST-00777,Small Business,Lego Millennium Falcon,Others,Japan,Online,5,159.57,0.0,542.53,797.84,255.31
ORD-102247,2024-04-15,CUST-00984,Consumer,Dyson V15 Vacuum,Home & Kitchen,France,Online,2,602.2,0.0,843.08,1204.4,361.32
ORD-102248,2024-04-15,CUST-00292,Consumer,Nike Air Max 270,Fashion,Australia,Retail Store,1,140.32,0.0,77.17,140.32,63.15
ORD-102249,2024-04-15,CUST-00482,Consumer,IKEA Malm Desk,Home & Kitchen,Australia,Online,1,138.22,0.0,82.93,138.22,55.29
ORD-102250,2024-04-15,CUST-00087,Consumer,AirPods Pro 2,Electronics,United Arab Emirates,Retail Store,1,225.42,0.0,135.25,225.42,90.17
ORD-102251,2024-04-15,CUST-01228,Consumer,Dior Sauvage 100ml,Beauty,United Kingdom,Marketplace,1,148.92,0.0,67.01,148.92,81.91
ORD-102252,2024-04-15,CUST-01020,Consumer,Dior Sauvage 100ml,Beauty,United Kingdom,Wholesale,1,152.73,0.0,68.73,152.73,84.0
ORD-102253,2024-04-15,CUST-01032,Corporate,MacBook Air M2,Electronics,France,Online,1,1168.87,0.0,911.72,1168.87,257.15
ORD-102254,2024-04-15,CUST-01342,Corporate,Nike Air Max 270,Fashion,Canada,Retail Store,3,141.69,0.05,233.78,403.81,170.03
ORD-102255,2024-04-15,CUST-01128,Corporate,Sony WH-1000XM5,Electronics,Australia,Retail Store,1,338.72,0.0,220.17,338.72,118.55
ORD-102256,2024-04-15,CUST-00627,Corporate,MacBook Air M2,Electronics,United Kingdom,Marketplace,2,1142.33,0.0,1782.03,2284.65,502.62
ORD-102257,2024-04-15,CUST-01375,,AirPods Pro 2,Electronics,United States,Marketplace,1,218.52,0.0,131.11,218.52,87.41
ORD-102258,2024-04-15,CUST-00920,Consumer,Adidas Ultraboost,Fashion,United Kingdom,Retail Store,4,173.86,0.0,403.35,695.43,292.08
ORD-102259,2024-04-16,CUST-00983,Consumer,Nike Air Max 270,Fashion,United Arab Emirates,Online,2,135.13,0.0,148.64,270.25,121.61
ORD-102260,2024-04-16,CUST-00514,Consumer,Sony WH-1000XM5,Electronics,United States,Online,1,310.27,0.0,201.67,310.27,108.6
ORD-102261,2024-04-16,CUST-00677,Consumer,Nike Air Max 270,Fashion,United Kingdom,Online,1,145.13,0.15,79.82,123.36,43.54
ORD-102262,2024-04-16,CUST-00983,Small Business,Dell XPS 13,Electronics,France,Retail Store,4,1017.1,0.0,3336.1,4068.42,732.32
ORD-102263,2024-04-16,CUST-00983,Consumer,iPhone 15 Pro Max,Electronics,Canada,Online,1,1135.25,0.0,817.38,1135.25,317.87
ORD-102264,2024-04-16,CUST-01279,Corporate,Instant Pot Duo,Home & Kitchen,United Kingdom,Online,1,108.3,0.0,67.15,108.3,41.15
ORD-102265,2024-04-16,CUST-00636,Consumer,Dior Sauvage 100ml,Beauty,Brazil,Online,2,142.46,0.0,128.21,284.92,156.71
ORD-102266,2024-04-16,CUST-00246,Consumer,AirPods Pro 2,Electronics,France,Marketplace,4,231.27,0.0,555.05,925.09,370.04
ORD-102267,2024-04-16,CUST-00983,Corporate,Dyson V15 Vacuum,Home & Kitchen,United States,Online,1,601.13,0.0,420.79,601.13,180.34
ORD-102268,2024-04-16,CUST-01066,Consumer,MacBook Air M2,Electronics,India,Retail Store,1,1224.46,0.15,955.08,1040.79,85.71
ORD-102269,2024-04-16,CUST-00418,Consumer,IKEA Malm Desk,Home & Kitchen,Germany,Online,1,137.12,0.0,82.27,137.12,54.85
ORD-102270,2024-04-16,CUST-00983,Consumer,AirPods Pro 2,Electronics,India,Retail Store,1,209.25,0.25,125.55,156.94,31.39
ORD-102271,2024-04-16,CUST-00963,Consumer,Dyson V15 Vacuum,Home & Kitchen,United Kingdom,Online,1,630.7,0.0,441.49,630.7,189.21
ORD-102272,2024-04-16,CUST-00630,Consumer,Dyson V15 Vacuum,Home & Kitchen,Germany,Marketplace,1,656.29,0.15,459.4,557.84,98.44
ORD-102273,2024-04-16,CUST-00406,Small Business,AirPods Pro 2,Electronics,India,Marketplace,3,213.47,0.0,384.25,640.41,256.16
ORD-102274,2024-04-16,CUST-00898,Consumer,MacBook Air M2,Electronics,Germany,Marketplace,1,1147.22,0.25,894.83,860.42,-34.41
ORD-102275,2024-04-16,CUST-00433,Corporate,Peloton Dumbbells,Sports,United States,Online,5,88.18,0.0,286.58,440.9,154.32
ORD-102276,2024-04-16,CUST-00780,Corporate,Dior Sauvage 100ml,Beauty,Germany,Wholesale,2,148.88,0.0,134.0,297.77,163.77
ORD-102277,2024-04-16,CUST-01092,Small Business,Sony WH-1000XM5  ,Electronics,India,Marketplace,2,310.13,0.0,403.17,620.26,217.09
ORD-102278,2024-04-16,CUST-00694,Consumer,Sony WH-1000XM5,Electronics,France,Retail Store,1,313.56,0.0,203.81,313.56,109.75
ORD-102279,2024-04-16,CUST-00294,Corporate,Dior Sauvage 100ml,Beauty,United States,Marketplace,1,147.06,0.0,66.18,147.06,80.88
ORD-102280,2024-04-16,CUST-00983,Consumer,Dior Sauvage 100ml,Beauty,United Kingdom,Online,2,151.49,0.0,136.34,302.98,166.64
ORD-102281,2024-04-16,CUST-00578,Consumer,MacBook Air M2,Electronics,India,Online,4,1171.52,0.0,3655.15,4686.1,1030.95
ORD-102282,2024-04-16,CUST-00455,Small Business,Dior Sauvage 100ml,Beauty,India,Marketplace,1,142.79,0.0,64.25,142.79,78.54
ORD-102283,2024-04-16,CUST-00068,Consumer,Sony WH-1000XM5,Electronics,Germany,Retail Store,1,301.36,0.15,195.88,256.16,60.28
ORD-102284,2024-04-16,CUST-00983,Corporate,Dior Sauvage 100ml,Beauty,Germany,Online,1,143.96,0.1,64.78,129.56,64.78
ORD-102285,2024-04-16,CUST-00216,Corporate,MacBook Air M2,Electronics,India,Online,1,1123.79,0.0,876.55,1123.79,247.24
ORD-102286,2024-04-16,CUST-00866,Consumer,Peloton Dumbbells,Sports,France,Online,1,94.6,0.15,61.49,80.41,18.92
ORD-102287,2024-04-16,CUST-00983,Corporate,Sony WH-1000XM5,Electronics,India,Online,2,315.59,0.15,410.27,536.51,126.24
ORD-102288,2024-04-16,CUST-00927,Corporate,Peloton Dumbbells,Sports,Canada,Marketplace,1,93.36,0.0,60.69,93.36,32.67
ORD-102289,2024-04-16,CUST-00830,Consumer,MacBook Air M2,Electronics,United Arab Emirates,Online,2,1211.99,0.0,1890.71,2423.98,533.27
ORD-102290,2024-04-16,CUST-01115,Consumer,Sony WH-1000XM5,Electronics,France,Marketplace,1,310.44,0.0,201.78,310.44,108.66
ORD-102291,2024-04-17,CUST-00497,Consumer,MacBook Air M2,Electronics,Pakistan,Online,1,1229.85,0.0,959.28,1229.85,270.57
ORD-102292,2024-04-17,CUST-00983,Corporate,Adidas Ultraboost,Fashion,Canada,Online,3,157.4,0.0,273.87,472.19,198.32
ORD-102293,2024-04-17,CUST-00752,Consumer,MacBook Air M2,Electronics,France,Online,1,1189.21,0.0,927.59,1189.21,261.62
ORD-102294,2024-04-17,CUST-00696,Consumer,Dyson V15 Vacuum,Home & Kitchen,France,Online,1,607.29,0.0,425.1,607.29,182.19
ORD-102295,2024-04-17,CUST-00172,Consumer,Dyson V15 Vacuum,Home & Kitchen,United States,Online,1,621.56,0.0,435.09,621.56,186.47
ORD-102296,2024-04-17,CUST-00558,Consumer,Dior Sauvage 100ml,Beauty,United States,Online,3,149.09,0.0,201.27,447.26,245.99
ORD-102297,2024-04-17,CUST-01196,Consumer,AirPods Pro 2,Electronics,France,Retail Store,1,220.97,0.05,132.58,209.93,77.35
ORD-102298,2024-04-17,CUST-01389,Consumer,AirPods Pro 2,Electronics,Canada,Retail Store,1,227.65,0.1,136.59,204.88,68.29
ORD-102299,2024-04-17,CUST-00877,Small Business,MacBook Air M2  ,Electronics,India,Online,1,1098.46,0.0,856.8,1098.46,241.66
ORD-102300,2024-04-17,CUST-00983,Consumer,AirPods Pro 2,Electronics,United States,Marketplace,2,212.33,0.05,254.79,403.42,148.63
ORD-102301,2024-04-17,CUST-00087,Small Business,Nike Air Max 270,Fashion,France,Retail Store,2,151.54,0.0,166.69,303.08,136.39
ORD-102302,2024-04-17,CUST-01091,Consumer,MacBook Air M2,Electronics,France,Online,4,1192.36,0.1,3720.16,4292.49,572.33
ORD-102303,2024-04-17,CUST-00633,Small Business,Nike Air Max 270,Fashion,United States,Online,1,138.34,0.0,76.08,138.34,62.26
ORD-102304,2024-04-17,CUST-00981,Consumer,MacBook Air M2  ,Electronics,Germany,Online,2,1206.79,0.0,1882.59,2413.57,530.98
ORD-102305,2024-04-17,CUST-00683,Consumer,AirPods Pro 2,Electronics,Germany,Online,4,229.01,0.15,549.63,778.65,229.02
ORD-102306,2024-04-17,CUST-01352,Consumer,Sony WH-1000XM5,Electronics,Australia,Online,2,311.14,0.0,404.48,622.28,217.8
ORD-102307,2024-04-17,CUST-00211,Small Business,Nike Air Max 270,Fashion,United States,Marketplace,2,146.84,0.0,161.52,293.67,132.15
ORD-102308,2024-04-17,CUST-00133,Corporate,Dior Sauvage 100ml,Beauty,Australia,Retail Store,1,146.77,0.0,66.05,146.77,80.72
ORD-102309,2024-04-17,CUST-00480,Consumer,iPhone 15 Pro Max,Electronics,India,Marketplace,1,1144.41,0.0,823.98,1144.41,320.43
ORD-102310,2024-04-17,CUST-00983,Consumer,AirPods Pro 2,Electronics,United States,Wholesale,1,222.08,0.05,133.25,210.98,77.73
ORD-102311,2024-04-17,CUST-00067,Corporate,MacBook Air M2,Electronics,Australia,Online,4,1185.2,0.0,3697.83,4740.8,1042.97
ORD-102312,2024-04-17,CUST-01174,Corporate,Sony WH-1000XM5,Electronics,United States,Marketplace,1,341.43,0.0,221.93,341.43,119.5
ORD-102313,2024-04-18,CUST-00967,Corporate,IKEA Malm Desk,Home & Kitchen,United States,Online,1,134.03,0.0,80.42,134.03,53.61
ORD-102314,2024-04-18,CUST-00983,Consumer,Zara Wool Coat,Fashion,United Arab Emirates,Marketplace,1,183.68,0.1,95.51,165.31,69.8
ORD-102315,2024-04-18,CUST-00229,Corporate,IKEA Malm Desk,Home & Kitchen,France,Online,1,126.51,0.25,75.91,94.89,18.98
ORD-102316,2024-04-18,CUST-01389,Small Business,Dior Sauvage 100ml,Beauty,United Kingdom,Online,1,142.66,0.0,64.2,142.66,78.46
ORD-102317,2024-04-18,CUST-00983,Consumer,Sony WH-1000XM5,Electronics,India,Online,2,315.15,0.0,409.69,630.3,220.61
ORD-102318,2024-04-18,CUST-00447,Consumer,Sony WH-1000XM5,Electronics,France,Marketplace,1,325.36,0.0,211.49,325.36,113.87
ORD-102319,2024-04-18,CUST-01179,Consumer,MacBook Air M2,Electronics,Canada,Retail Store,1,1228.56,0.15,958.28,1044.28,86.0
ORD-102320,2024-04-18,CUST-00485,Consumer,Sony WH-1000XM5,Electronics,Germany,Marketplace,2,346.18,0.0,450.03,692.36,242.33
ORD-102321,2024-04-18,CUST-00983,Consumer,Zara Wool Coat,Fashion,Canada,Retail Store,2,188.3,0.0,195.83,376.59,180.76
ORD-102322,2024-04-18,CUST-00319,Consumer,Dyson V15 Vacuum,Home & Kitchen,United States,Online,2,644.37,0.0,902.11,1288.73,386.62
ORD-102323,2024-04-18,CUST-00592,Small Business,IKEA Malm Desk,Home & Kitchen,United States,Online,1,133.03,0.0,79.82,133.03,53.21
ORD-102324,2024-04-18,CUST-00837,Consumer,Nike Air Max 270,Fashion,Australia,Online,3,145.91,0.0,240.76,437.74,196.98
ORD-102325,2024-04-18,CUST-01307,Consumer,Samsung Galaxy S24,Electronics,India,Retail Store,1,864.15,0.05,639.47,820.94,181.47
ORD-102326,2024-04-18,CUST-01022,Consumer,Dyson V15 Vacuum,Home & Kitchen,Brazil,Online,2,613.11,0.0,858.36,1226.23,367.87
ORD-102327,2024-04-18,CUST-01285,Consumer,Dior Sauvage 100ml,Beauty,Pakistan,Online,1,153.53,0.0,69.09,153.53,84.44
ORD-102328,2024-04-18,CUST-00932,Consumer,Olaplex No.3,Beauty,France,Online,1,29.09,0.0,11.64,29.09,17.45
ORD-102329,2024-04-18,CUST-00046,Consumer,iPhone 15 Pro Max,Electronics,United States,Online,1,1194.48,0.0,860.03,1194.48,334.45
ORD-102330,2024-04-18,CUST-01387,Small Business,Sony WH-1000XM5,Electronics,Australia,Wholesale,1,337.65,0.0,219.47,337.65,118.18
ORD-102331,2024-04-18,CUST-01106,Consumer,iPad Air 5,Electronics,United Kingdom,Marketplace,2,593.43,0.1,902.01,1068.17,166.16
ORD-102332,2024-04-18,CUST-00654,Corporate,Zara Wool Coat,Fashion,United States,Online,2,194.29,0.05,202.06,369.15,167.09
ORD-102333,2024-04-18,CUST-01229,Consumer,Dior Sauvage 100ml,Beauty,Germany,Online,1,145.1,0.0,65.29,145.1,79.81
ORD-102334,2024-04-18,CUST-00180,Small Business,iPhone 15 Pro Max,Electronics,Brazil,Online,2,1123.91,0.0,1618.43,2247.82,629.39
